,index,vive_data,vlp_data,last_cmd,transformed_vive,vive_x,vive_y,vive_z,vive_yaw,vive_pitch,vive_roll,encoder_heading_change_step,encoder_heading_change,pks,L1,L2,L3,L4,L1_test,L2_test,L3_test,L4_test,vlp_x_hist,vlp_y_hist,vlp_x_hist_test,vlp_y_hist_test,x_hist,y_hist,heading_hist,vlp_heading_hist,vive_heading_change,vlp_heading_change,encoder_heading_change_err,vlp_heading_change_err,encoder_location_change_step,encoder_location_change,vive_location_change,vlp_location_change,encoder_location_change_err,vlp_location_change_err,encoder_heading_hist,encoder_x_hist,encoder_y_hist,heading_hist_rad,encoder_heading_hist_rad,encoder_heading_change_rad,encoder_heading_change_err_rad,vlp_heading_hist_rad,vlp_heading_change_rad
0,4,"[[-0.39317423 -0.91882783  0.03418372  0.37186766]
 [ 0.01206024 -0.04232841 -0.99903077 -0.8104412 ]
 [ 0.9193843  -0.3923809   0.02772378 -0.77533054]]","[[ 631 2496 1207 ...  589 2712  166]
 [1131 2809  395 ...  355 3417  628]
 [2627  802 2865 ... 3594  268 2891]]",MOVE:445.2000000000001,"[[-5.70724011e-01  8.20540465e-01 -3.14062425e-02  1.16830611e-01]
 [ 1.06648341e-02  4.56509228e-02  9.98900336e-01 -4.23379517e-04]
 [ 8.21072033e-01  5.69761689e-01 -3.48048703e-02  1.28652101e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",0.1168306114412408,-0.0004233795170988097,0.12865210108260916,-124.82042109415397,-1.7997420571336398,-91.99556786874663,278.0,53.69446116,"[array([17.93781415,  4.14304413, 13.62451161, 65.43322253]), array([24.53792156,  4.36509011, 12.91167067, 68.4909818 ]), array([15.78931921,  6.85482893, 17.23873178, 79.00859078])]",19.42168497100295,5.120987724085272,14.591638021929251,70.97759837010409,17.937814145348945,4.143044133111853,13.624511607575911,65.43322253018813,-0.013055014,0.065863,-0.0338843,0.04002523,0.05936440922701788,0.08868166697095556,55.17957890584603,,,,,,445,0.1117635663184478,,,,,55.17957890584603,0.05936440922701788,0.08868166697095556,0.9630653317710234,0.9630653317710234,0.9371451373262139,,,
1,5,"[[-0.38665316 -0.9213189   0.04087286  0.26930833]
 [ 0.01631754 -0.05114763 -0.9985577  -0.81269807]
 [ 0.9220805  -0.38542846  0.03481012 -0.8119916 ]]","[[3079 1213 2420 ... 1797  706 3758]
 [3548  812  521 ... 2387 1424 2916]
 [2905  726 3146 ... 2872  909 3191]]",MOVE:445.2000000000001,"[[-0.57651297  0.81606002 -0.04096648  0.20234538]
 [ 0.00638327  0.05463387  0.99848595  0.00234477]
 [ 0.8170627   0.57537888 -0.03670612  0.19608431]
 [ 0.          0.          0.          1.        ]]",0.2023453761674156,0.0023447726390496415,0.19608430870006877,-125.23964846416779,-2.3478604647466246,-92.10534844213964,0.0,0.0,"[array([19.31013901,  8.43548128, 25.59248402, 68.89785549]), array([26.88146653,  8.63463869, 28.34188973, 67.52698264]), array([17.75715806,  8.66139471, 23.40906635, 69.94675731])]",21.316254532709635,8.577171559523999,25.78114669980626,68.79053181429414,19.310139011059594,8.435481282543908,25.592484016514227,68.8978554905311,0.14453548,0.10180181,0.14423606,0.080346465,0.14517316920692633,0.15569447394840158,54.760351535832214,77.15329,-0.4192273700138003,,-0.4192273700138003,,445,0.1117635663184478,0.10887543151825381,0.16163652,-0.002888134800193995,-0.05276108493358182,55.17957890584603,0.15111623354471265,0.15249935645116908,0.9557484338498058,0.9630653317710234,0.0,-0.00731689792121736,1.346579,
2,6,"[[-0.39154887 -0.9193901   0.03756201  0.16486935]
 [ 0.01752784 -0.04826642 -0.9986804  -0.8144134 ]
 [ 0.91999024 -0.39037362  0.03501381 -0.8500902 ]]","[[ 251 1987 1308 ... 1860 2123   29]
 [ 811 3042  744 ... 2488  869  795]
 [1641 2543  296 ... 1701 1428  900]]",MOVE:445.2000000000001,"[[-0.572156    0.81919834 -0.03938107  0.29007041]
 [ 0.00519106  0.05163343  0.99865234  0.00456594]
 [ 0.82012825  0.57118071 -0.03379458  0.26435826]
 [ 0.          0.          0.          1.        ]]",0.2900704090065928,0.004565943911049142,0.26435826369646676,-124.93175100869685,-2.2569589705951847,-91.93816954859761,0.0,0.0,"[array([30.99166186, 12.89886804, 31.39902942, 60.86246126]), array([26.95463029, 13.55631321, 30.60858739, 65.57542267]), array([10.75996494, 12.72280461, 26.72365088, 63.06195477])]",22.902085697040153,13.059328622322768,29.57708922868389,63.16661290075441,30.991661860566214,12.898868038583958,31.399029419085597,60.862461261569315,0.22545116,0.1681171,0.21395384,0.23800486,0.23268198072018312,0.2242762440515485,55.06824899130315,50.663303,0.30789745547093617,-26.489986419677734,0.30789745547093617,26.79788387514867,445,0.1117635663184478,0.1111811642453145,0.10461866,-0.0005824020731333007,0.006562503139681722,55.17957890584603,0.24286805786240742,0.2163170459313826,0.9611222582062862,0.9630653317710234,0.0,0.005373824356480464,0.88424146,-0.4623374818319609
3,7,"[[-0.38781303 -0.9207834   0.04193756  0.05973094]
 [ 0.02128745 -0.05443339 -0.9982904  -0.8159221 ]
 [ 0.9214921  -0.38625732  0.0407111  -0.88972473]]","[[2923  276 1162 ... 4095  707 1553]
 [1447 1504 1040 ... 3431  333 2708]
 [ 795 2150  758 ...  575 3231    0]]",MOVE:445.2000000000001,"[[-0.57544969  0.81651203 -0.04653555  0.37946621]
 [ 0.00141705  0.0578961   0.99832156  0.00655877]
 [ 0.81783582  0.5744179  -0.03447338  0.3324147 ]
 [ 0.          0.          0.          1.        ]]",0.3794662068586439,0.006558766973491337,0.3324146994674645,-125.17487175751582,-2.6672548932237135,-91.97771445952951,0.0,0.0,"[array([28.7554354 , 23.22624754, 35.65940627, 52.14577637]), array([24.08502639, 20.87993468, 36.7907966 , 55.41523725]), array([17.71284042, 20.14089626, 35.51669315, 50.3531152 ])]",23.517767403851867,21.415692827517162,35.98896533846601,52.63804293703229,28.755435403388592,23.22624754242572,35.65940626722322,52.145776365081986,0.33033934,0.24778266,0.3260352,0.2957111,0.3222483730394831,0.2920895275144163,54.82512824248418,52.782295,-0.24312074881896706,2.1189918518066406,-0.24312074881896706,-2.3621126006256077,445,0.1117635663184478,0.1123422451578658,0.13171232,0.0005786788394179926,-0.019370072308870043,55.17957890584603,0.33461988218010214,0.2801347354115961,0.9568790006594811,0.9630653317710234,0.0,-0.00424325754680509,0.92122483,0.036983384636957634
4,8,"[[-0.39792556 -0.9164025   0.04314497 -0.04576069]
 [ 0.02488424 -0.05779285 -0.99801815 -0.8173997 ]
 [ 0.91708004 -0.3960634   0.04580126 -0.93042386]]","[[1805 1870  546 ...    0 4095    0]
 [1041 1930 2521 ... 1908 1813  936]
 [4059    0 3360 ...  432 1959 1826]]",MOVE:445.2000000000001,"[[-0.56638122  0.822533   -0.05149318  0.4699514 ]
 [-0.00214393  0.06101008  0.99813458  0.00850393]
 [ 0.82414046  0.56543525 -0.03279152  0.40020651]
 [ 0.          0.          0.          1.        ]]",0.4699514046309096,0.008503928919238901,0.4002065126372617,-124.55058771591125,-2.9516502888154124,-91.8816560843235,0.0,0.0,"[array([31.6361401 , 28.1852678 , 41.35368466, 39.30005269]), array([30.65539859, 29.87049978, 40.44373127, 42.49371459]), array([25.67662945, 31.13477057, 45.99409405, 42.600931  ])]",29.322722716868697,29.730179386759776,42.59716999400944,41.464899425560674,31.636140103670204,28.185267803580114,41.35368466437276,39.300052694892784,0.41730925,0.33902225,0.40408164,0.3490661,0.4122976003935337,0.36050715676139977,55.44941228408875,43.627525,0.6242840416045681,-9.154769897460938,0.6242840416045681,9.779053939065506,445,0.1117635663184478,0.11309215418780906,0.12604931,0.0013285878693612557,-0.012957155781139304,55.17957890584603,0.42637170649779693,0.34395242489180966,0.9677748126531381,0.9630653317710234,0.0,0.010895811993656976,0.761444,-0.15978087697315704
5,9,"[[-0.40032917 -0.9154104   0.04193376 -0.15151766]
 [ 0.02568492 -0.05695176 -0.9980456  -0.81649446]
 [ 0.91601104 -0.39847055  0.04631156 -0.97255296]]","[[3376  936 2723 ... 1736 1157 3269]
 [ 729 2214  509 ... 3006  793 2035]
 [ 928 2794  968 ... 2115  723 3142]]",MOVE:445.2000000000001,"[[-0.56420798  0.82403815 -0.05128271  0.56176498]
 [-0.00293652  0.06011017  0.99818657  0.00804208]
 [ 0.8256271   0.56333505 -0.03149491  0.46751381]
 [ 0.          0.          0.          1.        ]]",0.5617649783878362,0.008042079354981357,0.4675138073504092,-124.39891529297087,-2.939603144219189,-91.80725214354136,0.0,0.0,"[array([32.34480004, 46.64635426, 50.31347357, 32.81294746]), array([24.87629425, 37.95871415, 43.00026965, 27.61099514]), array([34.99198697, 40.39001509, 43.4728557 , 28.38872194])]",30.737693754408294,41.66502783210968,45.59553297190451,29.604221514623983,32.344800042978946,46.646354255608216,50.313473565263635,32.81294746476641,0.49020794,0.41867894,0.4829794,0.423874,0.5040062848133398,0.42796721057436,55.60108470702913,42.463528,0.1516724229403792,-1.1639976501464844,0.1516724229403792,1.3156700730868636,445,0.1117635663184478,0.11384788824769244,0.10797873,0.0020843219292446397,0.005869156853878357,55.17957890584603,0.5181235308154918,0.40777011437202315,0.9704219958179251,0.9630653317710234,0.0,0.002647183164786996,0.7411284,-0.020315591480533208
6,10,"[[-0.38881207 -0.92013425  0.04664582 -0.2564518 ]
 [ 0.0270935  -0.06202721 -0.99770325 -0.8173555 ]
 [ 0.9209151  -0.3866589   0.0490467  -1.0123762 ]]","[[1076 2663 1837 ... 1699 2056 1601]
 [3348 1132 1755 ... 2364  968 1193]
 [1347 2031 1851 ...   15 3349  421]]",MOVE:445.2000000000001,"[[-0.57449003  0.8165857  -0.05610468  0.65120568]
 [-0.00438679  0.06547227  0.99784135  0.00938132]
 [ 0.81849589  0.57349864 -0.03403088  0.53531033]
 [ 0.          0.          0.          1.        ]]",0.6512056849458507,0.009381322849944529,0.5353103311794875,-125.12749067747362,-3.2162076191921973,-91.953412502183,0.0,0.0,"[array([26.31206665, 52.55758427, 43.88701388, 18.51981241]), array([27.22093068, 56.46407642, 42.78375944, 20.88638229]), array([19.72258726, 50.67991765, 39.11973559, 17.42867178])]",24.418528200897658,53.233859446065345,41.93016963452667,18.9449554947952,26.31206665318789,52.557584265502854,43.88701387567326,18.51981241204222,0.62703544,0.48459065,0.6195863,0.4819616,0.5939545235580241,0.4950324896317451,54.87250932252638,64.279236,-0.728575384502733,21.81570816040039,-0.728575384502733,-22.544283544903124,445,0.1117635663184478,0.1121982054594265,0.15187533,0.0004346391409787015,-0.03967712653844489,55.17957890584603,0.6098753551331866,0.47158780385223664,0.9577059565093685,0.9630653317710234,0.0,-0.01271603930855636,1.1218843,0.38075593605318203
7,12,"[[-0.89962614 -0.43663797  0.00433322 -0.2738238 ]
 [ 0.02394812 -0.05924349 -0.997956   -0.82182586]
 [ 0.4360024  -0.8976836   0.06375347 -1.146239  ]]","[[2457 1293 2310 ... 3702  361 3432]
 [3393    0    0 ... 1896 1743  579]
 [   0 4095 2384 ... 1747 1994 1330]]",MOVE:445.2000000000001,"[[ 0.10757621  0.99312595 -0.0461151   0.77392488]
 [-0.00461385  0.04688228  0.99888947  0.01143701]
 [ 0.99418553 -0.10724405  0.0096248   0.47894716]
 [ 0.          0.          0.          1.        ]]",0.7739248826401866,0.011437011049906687,0.47894716137677074,-83.8177756611771,-2.6431269021409474,-89.44792414927402,211.0,40.99683489,"[array([16.89811294, 57.4763331 , 46.94622866, 15.50444065]), array([18.07847591, 53.53456671, 49.37779465, 16.25323776]), array([21.16042154, 52.81866031, 49.42045205, 14.01737753])]",18.712336795932142,54.609853371538236,48.58149178452521,15.25835198205697,16.898112942335718,57.47633309948689,46.94622866189982,15.504440654954825,0.7397826,0.46424353,0.743851,0.46689376,0.7043319730820071,0.4864855258696204,96.1822243388229,100.22987,41.30971501629652,35.95063781738281,0.31288012629651973,5.35907719891371,445,0.1117635663184478,0.11070786762001374,0.11456841,-0.0010556986984340683,-0.0038605446839108243,96.17641379584603,0.7209901717719733,0.4595631508615309,1.6786964966042859,1.6785950834980108,0.7155297517269874,0.005460788367929961,1.7493412,0.627456998105318
8,14,"[[ 0.6726087  -0.73981375  0.01640115 -0.37637973]
 [-0.00264668 -0.02456832 -0.99969417 -0.81214094]
 [ 0.73999125  0.67236006 -0.01848139 -0.96232146]]","[[1556 2268   72 ...    0 3900    0]
 [2584 1764   16 ... 3293  722  908]
 [   0 2944 3783 ...  810 2269 1241]]",MOVE:445.2000000000001,"[[-0.98404966 -0.17705106  0.01719748  0.672364  ]
 [ 0.00907323  0.04660254  0.99887185  0.00658669]
 [-0.17765252  0.9830957  -0.04425232  0.66360645]
 [ 0.          0.          0.          1.        ]]",0.6723639956998373,0.006586687988754392,0.6636064535267922,169.80047519528372,0.9854244872001899,-92.53672023793197,-556.0,-105.42255026999999,"[array([27.40938298, 66.79630927, 36.63360646, 12.17970495]), array([15.36761283, 70.73616273, 30.74426444, 13.89661919]), array([25.0987775 , 65.88463819, 29.96089625, 11.84051883])]",22.62525776882106,67.80570339553928,32.44625571451804,12.638947654317564,27.409382979556028,66.7963092673416,36.6336064582183,12.179704946684353,0.71366704,0.6089408,0.68427324,0.6017144,0.6847593561366281,0.5947126581628985,-10.199524804716248,-10.230831,-106.38174914353914,-110.46070861816406,-0.959198873539151,4.078959474624924,445,0.1117635663184478,0.10998272363656605,0.14703508,-0.0017808426818817502,-0.037052353577674974,-9.246136474153957,0.7030324477783496,0.5698745958941608,-0.1780152899811302,-0.16137552456272614,-1.8399706080607368,-0.0167411785246789,-0.17856169,-1.9279030594730386
9,16,"[[-0.08951597  0.9929303  -0.07792975 -0.14212456]
 [-0.01918887 -0.07994886 -0.9966141  -0.81791353]
 [-0.9957989  -0.08771742  0.02621033 -1.0285412 ]]","[[2030 2513 1141 ... 1912 1230 1735]
 [3285  319 2272 ... 1797 2448 1265]
 [1775 1697 2743 ...  888 1110 3965]]",MOVE:445.2000000000001,"[[ 8.91685161e-01 -4.51700638e-01  2.93408851e-02  6.04248273e-01]
 [ 7.53793832e-04  6.63023414e-02  9.97799148e-01  8.25155435e-03]
 [-4.52651905e-01 -8.89700661e-01  5.94614253e-02  4.29830201e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",0.6042482725638543,0.008251554349352208,0.42983020056201465,26.865356861055563,1.6813619186587527,-86.58961957798437,-758.0,-143.42147525,"[array([11.74703906, 50.53009665, 40.87105063, 19.14980806]), array([18.12178347, 53.34291435, 43.21475059, 20.66810933]), array([34.54241328, 56.20730293, 49.61058639, 21.72357115])]",21.47041193605305,53.36010464254847,44.565462535880705,20.513829514573366,11.747039057262999,50.53009664934349,40.87105062895802,19.14980806302143,0.64190984,0.4595417,0.7473813,0.41571853,0.6358809514741725,0.49227516533065485,-153.13464313894443,-154.34476,-142.93511833422818,-144.11392211914062,0.4863569157718075,1.1788037849124464,445,0.1117635663184478,0.11350127038981872,0.16573828,0.0017377040713709158,-0.05223701419804139,-152.66761172415394,0.651716005067181,0.47058855728001614,-2.6727037216411245,-2.6645524857427834,-2.503176961180057,0.00848852952006278,-2.6938243,-2.5152624389416878
